ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID_1
813089	65.975	66.225	127.191351	124.988676	145.884162	18.692811	20.895487	NA
813090	66.025	66.225	127.180074	125.343723	152.499987	25.319913	27.156264	NA
815317	-148.625	66.175	135.666961	129.705005	128.152712	-7.514249	-1.552293	NA
815318	-148.575	66.175	NA	NA	133.310332	NA	NA	NA
815319	-148.525	66.175	136.245044	128.630311	150.086595	13.841551	21.456284	NA
815397	-144.625	66.175	NA	NA	148.701599	NA	NA	NA
815398	-144.575	66.175	133.442597	139.77915	148.690473	15.247876	8.911323	NA
819605	65.775	66.175	125.961928	123.291049	145.826083	19.864155	22.535034	NA
819606	65.825	66.175	126.994489	124.923396	145.833652	18.839163	20.910256	NA
819607	65.875	66.175	127.19247	124.697935	145.845665	18.653195	21.14773	NA
821836	-148.675	66.125	136.656353	132.381827	150.106049	13.449695	17.724221	NA
821837	-148.625	66.125	136.22118	130.669402	150.09804	13.87686	19.428638	NA
821918	-144.575	66.125	NA	NA	134.496992	NA	NA	NA
821919	-144.525	66.125	135.77669	136.54658	148.68624	12.90955	12.13966	NA
821920	-144.475	66.125	NA	NA	148.673975	NA	NA	NA
821921	-144.425	66.125	NA	NA	148.667746	NA	NA	NA
821922	-144.375	66.125	NA	NA	133.193309	NA	NA	NA
826123	65.675	66.125	125.719327	123.301731	158.382857	32.66353	35.081126	NA
826124	65.725	66.125	126.758203	124.578028	145.820622	19.062419	21.242594	NA
826125	65.775	66.125	125.237542	122.870847	145.630803	20.39326	22.759956	NA
826126	65.825	66.125	124.707372	122.956056	145.622434	20.915062	22.666378	NA
826127	65.875	66.125	NA	NA	155.564844	NA	NA	NA
826555	87.275	66.125	137.299605	123.95431	146.501292	9.201687	22.546982	NA
826556	87.325	66.125	137.622452	124.034927	146.223723	8.60127	22.188796	NA
828350	-148.975	66.075	136.257309	130.774118	150.249729	13.992419	19.475611	NA
828351	-148.925	66.075	NA	NA	133.882209	NA	NA	NA
828352	-148.875	66.075	136.444022	129.504805	150.203469	13.759447	20.698664	NA
828353	-148.825	66.075	135.681255	125.502097	150.182725	14.50147	24.680628	NA
828354	-148.775	66.075	135.054912	121.335384	150.132664	15.077752	28.797281	NA
828355	-148.725	66.075	136.067769	125.526901	150.144721	14.076952	24.617819	NA
828356	-148.675	66.075	NA	NA	132.755053	NA	NA	NA
828442	-144.375	66.075	134.133591	138.138095	148.664693	14.531102	10.526597	NA
828443	-144.325	66.075	133.790982	133.236607	148.648871	14.85789	15.412264	NA
832642	65.625	66.075	125.803852	123.012343	156.136659	30.332807	33.124317	NA
832643	65.675	66.075	125.909878	123.204155	158.386158	32.47628	35.182003	NA
832647	65.875	66.075	125.465325	123.084844	145.615743	20.150418	22.530899	NA
832648	65.925	66.075	NA	NA	154.03429	NA	NA	NA
833080	87.525	66.075	133.75935	123.814598	146.162812	12.403463	22.348214	NA
833081	87.575	66.075	133.853317	123.550698	146.145959	12.292642	22.59526	NA
833082	87.625	66.075	135.945489	124.036522	146.135709	10.19022	22.099187	NA
834866	-149.175	66.025	135.572787	131.580113	127.707423	-7.865364	-3.87269	NA
834867	-149.125	66.025	135.017637	131.706245	150.304196	15.28656	18.597951	NA
834868	-149.075	66.025	NA	NA	133.875733	NA	NA	NA
834869	-149.025	66.025	136.271303	127.823166	130.366797	-5.904505	2.543631	NA
834870	-148.975	66.025	136.094543	127.66168	150.25824	14.163697	22.596559	NA
834963	-144.325	66.025	133.81409	133.079567	132.974947	-0.839143	-0.104621	NA
834964	-144.275	66.025	134.185433	133.552721	148.648612	14.463179	15.095891	NA
834965	-144.225	66.025	134.378409	137.672833	148.630984	14.252575	10.958151	NA
834966	-144.175	66.025	NA	NA	148.625925	NA	NA	NA
839161	65.575	66.025	126.260909	123.789638	158.184673	31.923764	34.395035	NA
839162	65.625	66.025	125.388751	122.825818	158.289409	32.900659	35.463591	NA
839168	65.925	66.025	125.627702	123.031602	145.57756	19.949857	22.545958	NA
841385	-149.225	65.975	136.513125	128.707269	150.31296	13.799835	21.605691	NA
841386	-149.175	65.975	136.372136	128.094703	150.30925	13.937114	22.214547	NA
841486	-144.175	65.975	134.425859	137.054179	148.620252	14.194393	11.566073	NA
841487	-144.125	65.975	134.206239	137.762075	148.609827	14.403588	10.847752	NA
841488	-144.075	65.975	134.237135	138.38437	148.602842	14.365708	10.218472	NA
845680	65.525	65.975	125.267944	123.413678	158.162419	32.894475	34.748741	NA
845681	65.575	65.975	125.208449	123.532383	154.968309	29.75986	31.435926	NA
845687	65.875	65.975	NA	NA	145.550947	NA	NA	NA
845688	65.925	65.975	125.76841	122.710708	145.567004	19.798594	22.856296	NA
847905	-149.225	65.925	136.01037	126.242462	150.271691	14.261321	24.029229	NA
848008	-144.075	65.925	134.211834	138.557334	122.301712	-11.910122	-16.255622	NA
848009	-144.025	65.925	134.420563	139.68304	148.59879	14.178227	8.915751	NA
852199	65.475	65.925	126.477595	123.51885	158.083207	31.605611	34.564357	NA
852200	65.525	65.925	NA	NA	150.449022	NA	NA	NA
852207	65.875	65.925	126.36762	123.106252	145.548385	19.180765	22.442133	NA
